Name,StudyHours,Attendance,Result,ResultNumeric
Smit Chauhan 2839,1.8,79.1,Fail,0
Om Sharma 2840,6.3,38.8,Fail,0
Manav Shah 2841,3.4,35.2,Fail,0
Ravi Verma 2842,7.2,61.0,Fail,0
Nakul Malik 2843,6.0,87.3,Pass,1
Dev Gupta 2844,4.7,96.7,Fail,0
Parth Patel 2845,9.8,70.3,Pass,1
Chirag Agarwal 2846,0.6,42.9,Fail,0
Varun Singh 2847,0.4,49.8,Fail,0
Raj Kapoor 2848,1.9,42.9,Fail,0
Chirag Yadav 2849,4.2,34.9,Fail,0
Raj Sharma 2850,2.6,81.0,Fail,0
Dev Joshi 2851,8.4,63.0,Fail,0
Om Shah 2852,1.7,46.1,Fail,0
Palav Yadav 2853,0.0,47.3,Fail,0
Manav Chauhan 2854,2.6,95.2,Fail,0
Tushar Sharma 2855,7.9,44.8,Fail,0
Hash Agarwal 2856,5.8,65.5,Fail,0
Utsav Rana 2857,9.4,61.7,Fail,0
Nakul Singh 2858,5.0,81.8,Pass,1
Rohan Gupta 2859,9.2,98.3,Pass,1
Manav Desai 2860,7.7,77.2,Pass,1
Nakul Shah 2861,6.8,86.6,Pass,1
Raj Sharma 2862,6.3,74.0,Pass,1
Ravi Sharma 2863,3.1,90.3,Fail,0
Amit Malik 2864,9.7,57.4,Fail,0
Kunal Gupta 2865,5.6,75.2,Pass,1
Yash Sharma 2866,8.6,58.9,Fail,0
Sahil Rana 2867,1.3,63.0,Fail,0
Chirag Joshi 2868,4.9,33.2,Fail,0
Utsav Malik 2869,6.4,59.3,Fail,0
Tushar Desai 2870,7.1,60.1,Fail,0
Dharaj Agarwal 2871,7.2,32.8,Fail,0
Jay Malik 2872,9.5,65.8,Fail,0
Vivek Gupta 2873,9.0,72.6,Pass,1
Yash Malik 2874,6.9,87.0,Pass,1
Harsh Verma 2875,9.6,88.4,Pass,1
Yash Rana 2876,4.8,87.0,Fail,0
Manav Chauhan 2877,1.1,83.7,Fail,0
Harsh Rana 2878,6.4,37.2,Fail,0
Yash Patel 2879,2.0,99.3,Fail,0
Bhavesh Mehta 2880,0.7,65.0,Fail,0
Sahil Yadav 2881,5.4,67.0,Fail,0
Ravi Mehta 2882,0.3,61.8,Fail,0
Utsav Rana 2883,3.0,37.5,Fail,0
Tushar Kapoor 2884,4.9,44.6,Fail,0
Chirag Gupta 2885,7.3,93.5,Pass,1
Tushar Kapoor 2886,9.4,51.8,Fail,0
Hash Desai 2887,1.4,89.4,Fail,0
Miraj Chauhan 2888,5.6,81.5,Pass,1
Dharaj Joshi 2889,4.3,65.9,Fail,0
Chirag Verma 2890,9.3,57.1,Fail,0
Kunal Agarwal 2891,4.9,31.8,Fail,0
Hash Agarwal 2892,5.1,61.9,Fail,0
Sumit Shah 2893,0.5,72.5,Fail,0
Hash Mehta 2894,8.4,72.9,Pass,1
Utsav Singh 2895,3.6,97.1,Fail,0
Ansh Desai 2896,0.4,65.1,Fail,0
Nakul Desai 2897,2.3,71.8,Fail,0
Rahul Rana 2898,0.5,72.6,Fail,0
Sahil Gupta 2899,3.2,57.6,Fail,0
Amit Verma 2900,8.4,36.0,Fail,0
Parth Sharma 2901,2.9,30.4,Fail,0
Rohan Singh 2902,7.1,69.3,Fail,0
Bhavesh Sharma 2903,2.7,88.6,Fail,0
Parth Gupta 2904,5.0,42.5,Fail,0
Manav Verma 2905,1.0,69.4,Fail,0
Nakul Sharma 2906,4.0,48.9,Fail,0
Utsav Joshi 2907,8.3,43.9,Fail,0
Manav Mehta 2908,6.3,47.6,Fail,0
Kunal Patel 2909,7.1,58.1,Fail,0
Jay Agarwal 2910,6.8,75.8,Pass,1
Dharaj Sharma 2911,9.6,34.3,Fail,0
Amit Kapoor 2912,5.2,47.4,Fail,0
Raj Singh 2913,9.1,90.9,Pass,1
Yash Mehta 2914,0.3,69.9,Fail,0
Amit Kapoor 2915,1.6,47.9,Fail,0
Vivek Chauhan 2916,2.4,72.9,Fail,0
Kunal Patel 2917,9.3,80.0,Pass,1
Smit Agarwal 2918,0.6,55.0,Fail,0
Nakul Rana 2919,5.7,60.7,Fail,0
Ansh Joshi 2920,8.1,46.4,Fail,0
Utsav Agarwal 2921,8.2,59.7,Fail,0
Sahil Patel 2922,0.5,39.4,Fail,0
Tushar Shah 2923,3.3,58.0,Fail,0
Chirag Patel 2924,9.9,74.2,Pass,1
Tushar Malik 2925,2.9,67.5,Fail,0
Smit Singh 2926,2.8,74.7,Fail,0
Jay Yadav 2927,4.0,63.4,Fail,0
Hash Sharma 2928,2.0,30.6,Fail,0
Tushar Malik 2929,4.0,71.0,Fail,0
Utsav Malik 2930,6.0,69.2,Fail,0
Miraj Desai 2931,9.6,42.7,Fail,0
Tushar Verma 2932,9.1,49.3,Fail,0
Parth Gupta 2933,5.9,34.8,Fail,0
Rohan Mehta 2934,8.8,51.4,Fail,0
Manav Sharma 2935,7.9,38.4,Fail,0
Arjun Chauhan 2936,7.3,46.0,Fail,0
Dharaj Desai 2937,8.6,45.2,Fail,0
Palav Yadav 2938,2.2,51.4,Fail,0
Dev Kapoor 2939,3.7,96.6,Fail,0
Rohan Patel 2940,8.2,48.0,Fail,0
Jay Patel 2941,4.7,68.8,Fail,0
Rahul Rana 2942,9.9,44.9,Fail,0
Sahil Malik 2943,9.4,59.1,Fail,0
Hash Shah 2944,7.5,64.5,Fail,0
Ansh Yadav 2945,6.4,62.5,Fail,0
Smit Chauhan 2946,5.5,43.8,Fail,0
Sumit Desai 2947,7.7,82.9,Pass,1
Hash Agarwal 2948,9.1,44.5,Fail,0
Rahul Yadav 2949,2.0,54.7,Fail,0
Sahil Yadav 2950,5.8,79.4,Pass,1
Rohan Singh 2951,6.6,82.8,Pass,1
Miraj Sharma 2952,8.5,36.5,Fail,0
Neel Mehta 2953,0.1,80.5,Fail,0
Jay Desai 2954,2.7,45.2,Fail,0
Sahil Verma 2955,7.4,98.6,Pass,1
Raj Verma 2956,8.0,74.4,Pass,1
Manav Verma 2957,3.1,69.5,Fail,0
Ansh Sharma 2958,2.9,56.8,Fail,0
Raj Malik 2959,5.0,33.3,Fail,0
Dharaj Rana 2960,3.0,95.1,Fail,0
Arjun Singh 2961,2.2,96.6,Fail,0
Parth Chauhan 2962,0.1,98.2,Fail,0
Jay Shah 2963,3.8,52.1,Fail,0
Parth Malik 2964,7.8,40.5,Fail,0
Raj Kapoor 2965,4.7,47.8,Fail,0
Jay Yadav 2966,3.7,51.1,Fail,0
Vivek Verma 2967,1.3,69.0,Fail,0
Om Malik 2968,3.6,98.3,Fail,0
Rohan Gupta 2969,5.7,53.2,Fail,0
Parth Desai 2970,7.0,67.3,Fail,0
Palav Patel 2971,3.8,57.7,Fail,0
Chirag Kapoor 2972,8.1,99.9,Pass,1
Jay Sharma 2973,9.7,43.1,Fail,0
Sumit Shah 2974,5.8,45.2,Fail,0
Yash Verma 2975,5.5,73.5,Pass,1
Sahil Patel 2976,9.8,88.4,Pass,1
Sahil Agarwal 2977,8.5,40.6,Fail,0
Amit Sharma 2978,2.2,34.1,Fail,0
Kunal Agarwal 2979,8.6,33.8,Fail,0
Jay Chauhan 2980,6.4,79.6,Pass,1
Miraj Yadav 2981,0.2,41.2,Fail,0
Harsh Agarwal 2982,8.3,30.7,Fail,0
Kunal Malik 2983,2.2,40.9,Fail,0
Miraj Joshi 2984,4.6,57.7,Fail,0
Chirag Malik 2985,9.8,94.6,Pass,1
Ansh Verma 2986,1.1,79.1,Fail,0
Vivek Yadav 2987,6.1,80.1,Pass,1
Sumit Malik 2988,6.5,50.2,Fail,0
Rahul Patel 2989,8.5,89.1,Pass,1
Manav Sharma 2990,4.0,71.1,Fail,0
Rohan Joshi 2991,7.5,53.4,Fail,0
Chirag Verma 2992,5.1,78.7,Pass,1
Dev Gupta 2993,0.8,74.8,Fail,0
Hash Yadav 2994,1.7,94.7,Fail,0
Sumit Singh 2995,4.1,79.2,Fail,0
Vivek Mehta 2996,3.9,68.7,Fail,0
Parth Sharma 2997,9.7,70.6,Pass,1
Tushar Shah 2998,4.1,55.8,Fail,0
Om Chauhan 2999,5.4,74.6,Pass,1
Harsh Mehta 3000,1.0,40.4,Fail,0
Nakul Patel 3001,9.0,99.6,Pass,1
Hash Verma 3002,6.1,41.8,Fail,0
Ansh Yadav 3003,2.6,91.1,Fail,0
Palav Malik 3004,9.4,48.0,Fail,0
Hash Agarwal 3005,2.5,48.8,Fail,0
Om Shah 3006,0.3,37.9,Fail,0
Varun Shah 3007,2.7,90.3,Fail,0
Bhavesh Mehta 3008,2.2,95.5,Fail,0
Vivek Desai 3009,5.7,57.6,Fail,0
Nakul Gupta 3010,9.6,48.4,Fail,0
Sumit Gupta 3011,2.9,99.9,Fail,0
Smit Malik 3012,4.5,73.9,Fail,0
Amit Kapoor 3013,8.7,45.4,Fail,0
Palav Mehta 3014,4.3,81.3,Fail,0
Sumit Gupta 3015,7.1,95.9,Pass,1
Sahil Singh 3016,3.9,76.4,Fail,0
Harsh Joshi 3017,5.2,80.8,Pass,1
Manav Singh 3018,0.4,42.1,Fail,0
Palav Mehta 3019,9.0,75.2,Pass,1
Miraj Joshi 3020,1.6,75.8,Fail,0
Nakul Singh 3021,2.6,68.6,Fail,0
Utsav Patel 3022,3.3,58.0,Fail,0
Parth Rana 3023,9.9,52.9,Fail,0
Ravi Desai 3024,9.0,90.7,Pass,1
Dharaj Desai 3025,6.3,74.4,Pass,1
Om Malik 3026,8.7,92.5,Pass,1
Neel Desai 3027,9.2,64.4,Fail,0
Sumit Desai 3028,2.3,86.3,Fail,0
Amit Mehta 3029,1.3,76.2,Fail,0
Yash Singh 3030,8.4,65.3,Fail,0
Raj Kapoor 3031,3.7,80.9,Fail,0
Varun Malik 3032,2.8,49.6,Fail,0
Parth Singh 3033,2.4,41.2,Fail,0
Sahil Singh 3034,9.3,52.3,Fail,0
Kunal Yadav 3035,8.3,90.0,Pass,1
Neel Singh 3036,0.9,36.1,Fail,0
Dev Patel 3037,0.4,81.6,Fail,0
Nakul Joshi 3038,6.7,71.2,Pass,1
Om Shah 3039,5.4,69.1,Fail,0
Amit Rana 3040,5.0,70.5,Pass,1
Ravi Kapoor 3041,8.2,36.1,Fail,0
Om Gupta 3042,0.9,79.5,Fail,0
Utsav Chauhan 3043,6.2,69.9,Fail,0
Amit Sharma 3044,6.5,96.3,Pass,1
Miraj Mehta 3045,5.7,73.7,Pass,1
Arjun Desai 3046,3.0,59.5,Fail,0
Vivek Kapoor 3047,8.7,49.7,Fail,0
Sahil Mehta 3048,0.2,61.7,Fail,0
Sumit Chauhan 3049,5.3,68.9,Fail,0
Rohan Malik 3050,5.2,91.4,Pass,1
Sumit Rana 3051,9.2,31.8,Fail,0
Vivek Kapoor 3052,3.5,85.3,Fail,0
Amit Mehta 3053,6.3,95.3,Pass,1
Harsh Mehta 3054,7.9,48.0,Fail,0
Ravi Yadav 3055,0.7,90.9,Fail,0
Bhavesh Verma 3056,9.0,74.6,Pass,1
Ravi Gupta 3057,2.8,50.7,Fail,0
Dev Kapoor 3058,1.9,79.2,Fail,0
Sahil Rana 3059,5.6,68.8,Fail,0
Dharaj Singh 3060,5.7,43.6,Fail,0
Amit Patel 3061,2.6,68.1,Fail,0
Vivek Yadav 3062,2.0,75.6,Fail,0
Yash Rana 3063,2.6,40.7,Fail,0
Sahil Kapoor 3064,2.6,59.4,Fail,0
Ansh Malik 3065,2.6,35.4,Fail,0
Yash Yadav 3066,2.2,71.2,Fail,0
Bhavesh Gupta 3067,6.2,63.6,Fail,0
Varun Agarwal 3068,4.8,92.9,Fail,0
Hash Verma 3069,7.6,70.8,Pass,1
Bhavesh Kapoor 3070,0.6,55.0,Fail,0
Neel Patel 3071,6.8,70.3,Pass,1
Raj Verma 3072,4.4,52.2,Fail,0
Utsav Joshi 3073,4.6,52.3,Fail,0
Chirag Gupta 3074,8.7,85.6,Pass,1
Sahil Shah 3075,8.0,35.6,Fail,0
Tushar Chauhan 3076,4.0,83.5,Fail,0
Yash Agarwal 3077,8.6,73.8,Pass,1
Kunal Rana 3078,7.8,57.9,Fail,0
Kunal Agarwal 3079,3.0,65.4,Fail,0
Arjun Yadav 3080,6.0,67.5,Fail,0
Parth Rana 3081,9.6,73.2,Pass,1
Manav Desai 3082,3.1,97.5,Fail,0
Palav Desai 3083,7.5,44.3,Fail,0
Vivek Chauhan 3084,4.4,56.0,Fail,0
Manav Patel 3085,2.7,96.9,Fail,0
Ansh Yadav 3086,7.2,67.4,Fail,0
Manav Kapoor 3087,3.7,72.4,Fail,0
Smit Chauhan 3088,8.2,40.3,Fail,0
Harsh Rana 3089,8.0,85.8,Pass,1
Sumit Malik 3090,2.4,97.5,Fail,0
Varun Verma 3091,4.7,93.3,Fail,0
Varun Patel 3092,2.8,58.8,Fail,0
Utsav Malik 3093,5.8,30.7,Fail,0
Rohan Rana 3094,3.7,58.7,Fail,0
Tushar Chauhan 3095,4.3,70.6,Fail,0
Sahil Chauhan 3096,3.9,36.2,Fail,0
Jay Gupta 3097,9.2,91.5,Pass,1
Jay Sharma 3098,0.1,83.1,Fail,0
Hash Kapoor 3099,2.8,32.6,Fail,0
Harsh Kapoor 3100,0.7,32.7,Fail,0
Raj Patel 3101,9.9,93.6,Pass,1
Sahil Sharma 3102,4.8,89.3,Fail,0
Sumit Rana 3103,7.3,50.9,Fail,0
Ravi Shah 3104,6.9,95.0,Pass,1
Yash Desai 3105,3.2,64.1,Fail,0
Utsav Mehta 3106,2.9,65.1,Fail,0
Amit Verma 3107,1.3,55.1,Fail,0
Miraj Sharma 3108,6.7,93.9,Pass,1
Arjun Patel 3109,6.7,54.5,Fail,0
Rahul Chauhan 3110,1.8,65.8,Fail,0
Kunal Chauhan 3111,7.1,56.9,Fail,0
Harsh Rana 3112,6.0,31.3,Fail,0
Rohan Shah 3113,5.2,49.9,Fail,0
Palav Kapoor 3114,9.5,48.9,Fail,0
Sahil Desai 3115,5.9,88.6,Pass,1
Raj Chauhan 3116,9.0,68.5,Fail,0
Yash Agarwal 3117,0.6,33.5,Fail,0
Kunal Desai 3118,0.0,68.4,Fail,0
Raj Rana 3119,0.0,78.9,Fail,0
Bhavesh Desai 3120,1.5,34.7,Fail,0
Rohan Mehta 3121,1.6,36.4,Fail,0
Arjun Verma 3122,9.2,40.4,Fail,0
Neel Chauhan 3123,8.7,73.8,Pass,1
Manav Gupta 3124,4.7,60.2,Fail,0
Hash Chauhan 3125,3.2,65.1,Fail,0
Sahil Verma 3126,7.9,59.0,Fail,0
Palav Joshi 3127,1.9,86.8,Fail,0
Harsh Mehta 3128,9.6,80.5,Pass,1
Tushar Shah 3129,9.6,57.1,Fail,0
Smit Malik 3130,4.2,33.6,Fail,0
Sahil Gupta 3131,9.3,66.0,Fail,0
Nakul Joshi 3132,7.4,99.2,Pass,1
Amit Agarwal 3133,1.4,61.8,Fail,0
Sahil Kapoor 3134,6.5,79.0,Pass,1
Neel Mehta 3135,7.1,89.9,Pass,1
Varun Mehta 3136,1.8,61.4,Fail,0
Dev Gupta 3137,9.8,89.8,Pass,1
Jay Singh 3138,1.3,88.5,Fail,0
Raj Mehta 3139,4.3,68.9,Fail,0
Manav Joshi 3140,6.4,92.7,Pass,1
Bhavesh Singh 3141,5.4,53.2,Fail,0
Ansh Malik 3142,8.5,60.6,Fail,0
Sahil Desai 3143,3.7,30.1,Fail,0
Chirag Chauhan 3144,3.9,74.1,Fail,0
Dharaj Kapoor 3145,6.3,48.1,Fail,0
Dharaj Desai 3146,1.3,32.2,Fail,0
Yash Sharma 3147,2.9,60.0,Fail,0
Neel Shah 3148,1.7,33.1,Fail,0
Arjun Shah 3149,0.5,34.7,Fail,0
Sahil Rana 3150,1.7,79.1,Fail,0
Manav Patel 3151,10.0,93.6,Pass,1
Amit Singh 3152,4.3,89.7,Fail,0
Sahil Sharma 3153,6.0,39.9,Fail,0
Ravi Singh 3154,1.5,54.0,Fail,0
Arjun Chauhan 3155,1.2,80.2,Fail,0
Rahul Malik 3156,7.5,41.3,Fail,0
Manav Mehta 3157,7.5,68.2,Fail,0
Nakul Mehta 3158,4.8,46.6,Fail,0
Jay Kapoor 3159,5.0,77.7,Pass,1
Kunal Yadav 3160,6.3,42.4,Fail,0
Neel Sharma 3161,2.3,30.2,Fail,0
Parth Desai 3162,8.3,59.0,Fail,0
Tushar Sharma 3163,9.7,87.8,Pass,1
Dharaj Patel 3164,6.0,69.2,Fail,0
Tushar Joshi 3165,5.9,94.6,Pass,1
Arjun Yadav 3166,4.5,86.4,Fail,0
Sahil Joshi 3167,2.6,32.0,Fail,0
Om Patel 3168,0.7,78.1,Fail,0
Yash Chauhan 3169,9.4,38.5,Fail,0
Jay Singh 3170,4.4,59.3,Fail,0
Smit Desai 3171,3.4,53.7,Fail,0
Rohan Gupta 3172,4.4,43.2,Fail,0
Rohan Singh 3173,8.1,50.8,Fail,0
Sahil Shah 3174,9.9,44.6,Fail,0
Jay Desai 3175,9.6,65.6,Fail,0
Ansh Verma 3176,6.9,88.3,Pass,1
Neel Sharma 3177,5.4,95.6,Pass,1
Manav Gupta 3178,9.1,96.2,Pass,1
Jay Desai 3179,0.4,98.9,Fail,0
Neel Agarwal 3180,6.1,99.4,Pass,1
Ansh Chauhan 3181,8.5,58.3,Fail,0
Amit Mehta 3182,9.4,37.7,Fail,0
Tushar Desai 3183,7.5,48.7,Fail,0
Rohan Shah 3184,2.4,81.7,Fail,0
Arjun Agarwal 3185,5.2,67.9,Fail,0
Ravi Singh 3186,8.9,42.2,Fail,0
Miraj Sharma 3187,9.3,34.9,Fail,0
Ravi Desai 3188,6.2,88.5,Pass,1
Miraj Chauhan 3189,7.9,32.8,Fail,0
Hash Shah 3190,7.3,96.7,Pass,1
Utsav Shah 3191,4.2,93.0,Fail,0
Chirag Agarwal 3192,4.3,65.1,Fail,0
Manav Agarwal 3193,4.4,66.4,Fail,0
Arjun Mehta 3194,0.1,98.0,Fail,0
Nakul Verma 3195,3.5,82.4,Fail,0
Raj Desai 3196,0.6,50.9,Fail,0
Parth Patel 3197,9.3,56.1,Fail,0
Dev Desai 3198,5.3,56.9,Fail,0
Yash Rana 3199,4.4,36.0,Fail,0
Varun Kapoor 3200,2.4,51.8,Fail,0
Parth Mehta 3201,5.3,90.6,Pass,1
Raj Agarwal 3202,9.0,58.3,Fail,0
Arjun Yadav 3203,7.2,59.5,Fail,0
Tushar Desai 3204,5.6,59.5,Fail,0
Harsh Sharma 3205,1.7,33.8,Fail,0
Utsav Chauhan 3206,1.1,38.1,Fail,0
Amit Patel 3207,1.9,48.7,Fail,0
Harsh Patel 3208,3.2,33.7,Fail,0
Bhavesh Desai 3209,9.0,41.4,Fail,0
Harsh Chauhan 3210,4.8,74.6,Fail,0
Rohan Agarwal 3211,6.4,94.4,Pass,1
Chirag Sharma 3212,4.6,84.9,Fail,0
Smit Agarwal 3213,4.7,30.2,Fail,0
Tushar Patel 3214,8.1,77.3,Pass,1
Dharaj Sharma 3215,6.5,59.9,Fail,0
Manav Singh 3216,4.5,33.8,Fail,0
Chirag Verma 3217,8.1,58.3,Fail,0
Amit Malik 3218,4.2,56.3,Fail,0
Neel Sharma 3219,5.5,97.1,Pass,1
Tushar Rana 3220,0.2,52.0,Fail,0
Bhavesh Malik 3221,9.2,61.8,Fail,0
Harsh Patel 3222,9.3,55.1,Fail,0
Manav Singh 3223,2.3,70.0,Fail,0
Om Shah 3224,2.2,40.8,Fail,0
Sahil Sharma 3225,9.5,58.0,Fail,0
Chirag Verma 3226,9.3,40.3,Fail,0
Kunal Chauhan 3227,7.5,89.4,Pass,1
Om Sharma 3228,2.5,94.9,Fail,0
Rohan Rana 3229,4.3,34.6,Fail,0
Dev Chauhan 3230,7.1,95.8,Pass,1
Palav Verma 3231,2.9,88.9,Fail,0
Rahul Rana 3232,7.7,42.1,Fail,0
Palav Joshi 3233,6.4,86.2,Pass,1
Utsav Patel 3234,5.1,64.4,Fail,0
Dharaj Rana 3235,2.5,95.9,Fail,0
Rahul Verma 3236,4.7,36.6,Fail,0
Hash Singh 3237,2.5,99.1,Fail,0
Sumit Sharma 3238,6.6,48.9,Fail,0
Sahil Desai 3239,5.8,79.6,Pass,1
Sumit Chauhan 3240,9.4,47.2,Fail,0
Dharaj Yadav 3241,4.1,77.5,Fail,0
Varun Malik 3242,6.2,91.7,Pass,1
Vivek Gupta 3243,4.1,86.8,Fail,0
Jay Agarwal 3244,0.5,47.2,Fail,0
Tushar Gupta 3245,3.7,88.1,Fail,0
Nakul Rana 3246,0.0,99.7,Fail,0
Nakul Malik 3247,4.7,98.4,Fail,0
Nakul Kapoor 3248,5.2,75.7,Pass,1
Palav Rana 3249,9.3,97.3,Pass,1
Parth Sharma 3250,2.3,36.4,Fail,0
Arjun Sharma 3251,6.0,88.2,Pass,1
Harsh Gupta 3252,3.6,78.5,Fail,0
Om Agarwal 3253,2.6,76.4,Fail,0
Sahil Chauhan 3254,8.6,97.1,Pass,1
Tushar Chauhan 3255,0.2,72.6,Fail,0
Ravi Malik 3256,6.8,87.0,Pass,1
Arjun Rana 3257,0.3,96.2,Fail,0
Tushar Patel 3258,3.1,69.8,Fail,0
Ansh Joshi 3259,8.1,82.2,Pass,1
Manav Mehta 3260,2.9,93.5,Fail,0
Smit Kapoor 3261,5.1,63.6,Fail,0
Tushar Singh 3262,9.7,36.9,Fail,0
Arjun Sharma 3263,0.8,39.4,Fail,0
Sahil Mehta 3264,0.8,71.7,Fail,0
Sumit Agarwal 3265,9.4,94.3,Pass,1
Hash Patel 3266,0.5,37.1,Fail,0
Amit Singh 3267,3.6,64.2,Fail,0
Parth Malik 3268,6.5,92.9,Pass,1
Manav Patel 3269,1.2,46.3,Fail,0
Raj Patel 3270,4.9,99.3,Fail,0
Ansh Malik 3271,9.0,50.1,Fail,0
Bhavesh Malik 3272,0.6,94.7,Fail,0
Dharaj Joshi 3273,2.0,96.6,Fail,0
Smit Kapoor 3274,1.1,53.8,Fail,0
Hash Shah 3275,2.0,49.8,Fail,0
Sahil Malik 3276,4.9,36.0,Fail,0
Chirag Shah 3277,9.0,90.5,Pass,1
Sahil Gupta 3278,5.5,70.1,Pass,1
Sahil Shah 3279,4.5,50.1,Fail,0
Varun Desai 3280,4.0,98.3,Fail,0
Yash Patel 3281,5.0,34.9,Fail,0
Hash Agarwal 3282,1.0,77.2,Fail,0
Smit Rana 3283,5.8,91.7,Pass,1
Amit Desai 3284,5.7,44.7,Fail,0
Sahil Mehta 3285,5.4,97.1,Pass,1
Kunal Patel 3286,5.1,36.6,Fail,0
Parth Yadav 3287,2.6,80.4,Fail,0
Bhavesh Joshi 3288,6.5,93.1,Pass,1
Ansh Joshi 3289,6.6,81.7,Pass,1
Dev Kapoor 3290,1.9,57.7,Fail,0
Ansh Rana 3291,7.3,37.5,Fail,0
Varun Mehta 3292,2.7,60.0,Fail,0
Yash Yadav 3293,4.5,98.6,Fail,0
Varun Joshi 3294,2.7,49.7,Fail,0
Amit Chauhan 3295,2.8,65.0,Fail,0
Kunal Rana 3296,9.4,30.7,Fail,0
Parth Sharma 3297,7.6,86.7,Pass,1
Jay Malik 3298,4.3,49.0,Fail,0
Neel Rana 3299,5.2,47.7,Fail,0
Smit Kapoor 3300,7.0,31.6,Fail,0
Amit Patel 3301,1.9,77.9,Fail,0
Nakul Desai 3302,5.0,60.2,Fail,0
Hash Kapoor 3303,7.9,63.8,Fail,0
Ansh Rana 3304,5.4,69.6,Fail,0
Manav Desai 3305,2.8,76.9,Fail,0
Raj Gupta 3306,3.7,84.9,Fail,0
Dev Gupta 3307,5.6,42.8,Fail,0
Kunal Sharma 3308,3.9,33.2,Fail,0
Manav Verma 3309,1.5,78.1,Fail,0
Ravi Rana 3310,9.1,30.7,Fail,0
Arjun Singh 3311,3.5,47.2,Fail,0
Utsav Sharma 3312,0.8,33.0,Fail,0
Chirag Joshi 3313,3.2,52.8,Fail,0
Chirag Desai 3314,4.5,80.6,Fail,0
Manav Shah 3315,4.4,52.2,Fail,0
Jay Desai 3316,7.5,63.7,Fail,0
Rohan Desai 3317,5.5,80.3,Pass,1
Miraj Gupta 3318,7.0,78.1,Pass,1
Utsav Rana 3319,3.9,81.3,Fail,0
Chirag Shah 3320,1.5,96.2,Fail,0
Nakul Desai 3321,10.0,68.5,Fail,0
Vivek Joshi 3322,8.5,45.0,Fail,0
Harsh Rana 3323,1.0,72.8,Fail,0
Jay Shah 3324,5.1,49.0,Fail,0
Ansh Singh 3325,9.5,57.9,Fail,0
Varun Sharma 3326,1.0,84.7,Fail,0
Dev Chauhan 3327,5.3,80.0,Pass,1
Utsav Singh 3328,5.4,34.7,Fail,0
Ansh Desai 3329,3.0,58.6,Fail,0
Dharaj Joshi 3330,3.3,85.4,Fail,0
Ansh Gupta 3331,1.8,89.3,Fail,0
Dharaj Malik 3332,5.0,92.3,Pass,1
Smit Chauhan 3333,3.2,87.4,Fail,0
Miraj Malik 3334,6.4,36.2,Fail,0
Hash Singh 3335,2.3,68.9,Fail,0
Neel Patel 3336,2.1,74.7,Fail,0
Neel Shah 3337,5.6,70.5,Pass,1
Vivek Yadav 3338,3.4,42.7,Fail,0
Chirag Shah 3339,6.6,82.2,Pass,1
Jay Yadav 3340,9.8,69.9,Fail,0
Bhavesh Malik 3341,0.0,53.6,Fail,0
Amit Chauhan 3342,2.4,33.0,Fail,0
Ravi Rana 3343,5.7,70.9,Pass,1
Kunal Shah 3344,7.1,35.7,Fail,0
Rahul Mehta 3345,3.3,51.6,Fail,0
Parth Joshi 3346,6.7,83.9,Pass,1
Tushar Desai 3347,5.3,30.4,Fail,0
Sahil Verma 3348,2.2,82.8,Fail,0
Vivek Verma 3349,9.1,58.6,Fail,0
Dev Mehta 3350,7.9,62.1,Fail,0
Sumit Singh 3351,4.9,49.5,Fail,0
Dev Kapoor 3352,4.4,94.6,Fail,0
Parth Sharma 3353,9.4,55.4,Fail,0
Dharaj Shah 3354,9.8,47.7,Fail,0
Ansh Gupta 3355,6.1,83.0,Pass,1
Harsh Yadav 3356,2.9,63.3,Fail,0
Yash Mehta 3357,7.6,59.6,Fail,0
Ravi Sharma 3358,6.1,31.6,Fail,0
Yash Agarwal 3359,7.8,50.3,Fail,0
Kunal Malik 3360,8.5,51.3,Fail,0
Dev Shah 3361,0.1,97.3,Fail,0
Jay Rana 3362,6.5,85.5,Pass,1
Yash Malik 3363,6.6,38.8,Fail,0
Bhavesh Shah 3364,8.2,50.7,Fail,0
Rohan Shah 3365,7.4,67.9,Fail,0
Rohan Desai 3366,2.0,93.2,Fail,0
Utsav Rana 3367,5.9,99.2,Pass,1
Bhavesh Yadav 3368,5.0,80.6,Pass,1
Smit Mehta 3369,3.1,99.1,Fail,0
Chirag Gupta 3370,4.5,67.8,Fail,0
Amit Joshi 3371,4.3,92.6,Fail,0
Hash Singh 3372,0.4,50.1,Fail,0
Tushar Gupta 3373,1.8,95.1,Fail,0
Manav Shah 3374,3.7,43.9,Fail,0
Vivek Chauhan 3375,1.0,64.4,Fail,0
Raj Kapoor 3376,5.6,64.3,Fail,0
Neel Desai 3377,7.8,83.2,Pass,1
Sumit Sharma 3378,6.0,96.9,Pass,1
Parth Gupta 3379,0.5,31.8,Fail,0
Yash Gupta 3380,2.0,73.9,Fail,0
Hash Malik 3381,1.5,96.2,Fail,0
Arjun Desai 3382,0.8,49.3,Fail,0
Ravi Malik 3383,4.7,88.3,Fail,0
Sumit Desai 3384,10.0,84.3,Pass,1
Neel Patel 3385,3.0,32.8,Fail,0
Smit Rana 3386,8.6,73.9,Pass,1
Manav Agarwal 3387,8.5,38.1,Fail,0
Rohan Rana 3388,4.3,90.4,Fail,0
Tushar Patel 3389,9.1,67.4,Fail,0
Kunal Joshi 3390,8.4,77.2,Pass,1
